Geneid	Chr	Start	End	Strand	Length	/scratch/project_2000350/genomics/rna-seq/bam/S1_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S2_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S4_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S5_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S5_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S6_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S7_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S7_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S8_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S8_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S9_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S9_1_5.bam
NCU08784	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	5131725;5131725;5132121;5132121;5132447;5132447;5133687;5134077;5134077;5134184;5134569	5132055;5132055;5132358;5132358;5134020;5133566;5134020;5134111;5134179;5134507;5134722	-;-;-;-;-;-;-;-;-;-;-	2724	382	437	1768	1865	650	1669	2027	636	1746	646	2080	390
NCU08785	Supercontig_12.3	5130163	5131035	-	873	0	10	14	18	6	8	11	2	16	2	12	0
NCU08786	Supercontig_12.3;Supercontig_12.3	5127344;5128104	5128031;5128699	+;+	1284	39	45	57	120	68	97	106	78	112	44	98	40
NCU08787	Supercontig_12.3	5123962	5127013	+	3052	186	216	360	503	208	359	375	285	439	245	420	212
NCU08788	Supercontig_12.3	5120965	5123062	+	2098	14	18	44	50	24	70	66	20	51	22	52	22
NCU08789	Supercontig_12.3;Supercontig_12.3	5119161;5119372	5119245;5119898	+;+	612	0	0	4	2	4	0	0	0	2	0	0	0
NCU08790	Supercontig_12.3;Supercontig_12.3	5115408;5115934	5115819;5116931	-;-	1410	0	0	6	10	2	2	2	0	8	12	3	2
NCU08791	Supercontig_12.3;Supercontig_12.3	5111604;5112386	5112324;5114534	+;+	2870	12426	9797	26695	29755	8831	22484	18927	10776	21968	11231	27030	6113
NCU08792	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	5106792;5108470;5109089;5109233	5108416;5109024;5109172;5109785	-;-;-;-	2817	1496	1643	2331	2789	1575	3046	2768	1888	2975	1649	3053	1404
NCU08793	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	5104134;5104134;5104457;5104457;5105920;5105923	5104396;5104396;5105832;5105832;5106840;5106840	+;+;+;+;+;+	2560	304	251	139	179	314	105	129	324	95	297	155	244
NCU08794	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	5100348;5101038;5101182	5100580;5101110;5103561	+;+;+	2686	606	639	572	1063	647	891	1379	761	936	753	970	588
NCU08795	Supercontig_12.3	5098356	5100018	-	1663	318	299	137	201	305	206	207	377	149	314	167	287
NCU08796	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	5092380;5093341;5093812	5093257;5093635;5094174	-;-;-	1536	2	2	2	0	0	0	0	0	0	0	0	0
NCU08797	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	5090232;5090688;5091133	5090597;5091039;5091512	+;+;+	1098	0	8	8	4	0	4	6	6	8	2	26	0
NCU08799	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5207835;5207959;5208440;5208907	5207900;5208075;5208829;5208918	+;+;+;+	585	0	0	0	0	0	0	0	0	0	0	0	0
NCU08800	Supercontig_12.4;Supercontig_12.4	5205406;5205949	5205795;5206008	-;-	450	2	0	0	0	0	0	0	0	0	0	0	0
NCU08801	Supercontig_12.4	5203608	5204387	-	780	0	0	0	0	0	0	0	0	0	0	0	0
NCU08802	Supercontig_12.4;Supercontig_12.4	5201582;5202619	5202514;5202759	-;-	1074	0	2	0	0	0	2	0	0	0	0	0	6
NCU08803	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5198836;5199149;5200615	5199062;5200552;5200997	-;-;-	2014	302	277	199	222	241	203	195	267	165	215	167	147
NCU08804	Supercontig_12.4;Supercontig_12.4	5196113;5196702	5196604;5198283	-;-	2074	291	376	216	261	372	246	247	426	275	321	270	268
NCU08805	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5193186;5193667;5193774	5193368;5193679;5193970	-;-;-	393	278	281	128	145	382	142	139	349	156	275	144	269
NCU08806	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5187349;5187553;5187969;5188234;5188362;5188708;5189093	5187462;5187910;5188170;5188286;5188655;5189033;5190593	+;+;+;+;+;+;+	2848	113	61	213	283	123	251	240	137	282	158	297	115
NCU08807	Supercontig_12.4	5176440	5178927	-	2488	3588	4141	6087	7174	4336	6561	7589	4552	6811	4240	7056	3331
NCU08809	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5162199;5163263;5164180;5164528	5163190;5164119;5164393;5164872	-;-;-;-	2408	545	645	409	527	368	363	539	641	349	568	493	697
NCU08810	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5160973;5161485;5161818	5161414;5161730;5162246	+;+;+	1117	916	941	1910	2495	1065	1935	2616	1093	2456	1025	2356	723
NCU08811	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5158277;5159024;5159875;5160131;5160344	5158942;5159781;5160058;5160266;5160751	-;-;-;-;-	2152	4207	4827	4274	4940	5554	4504	5683	5896	4676	6111	4503	3656
NCU08812	Supercontig_12.4;Supercontig_12.4	5155353;5155898	5155810;5157522	+;+	2083	0	0	0	0	0	0	0	0	0	0	0	0
NCU08813	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5152832;5152949;5154471	5152870;5154411;5154699	-;-;-	1731	1	0	0	0	0	0	0	0	0	0	0	0
NCU08814	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5148855;5149511;5149836	5149087;5149575;5150823	+;+;+	1286	0	0	0	0	0	0	0	0	0	0	0	0
NCU08816	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5144965;5145653;5146819	5145595;5146667;5147198	+;+;+	2026	142	91	529	841	95	653	845	124	765	155	744	120
NCU08818	Supercontig_12.4;Supercontig_12.4	5142229;5142683	5142592;5142904	-;-	586	0	0	0	0	0	0	0	0	0	4	0	0
NCU08820	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5137087;5138135;5138209;5138453;5138620;5138793;5139189	5138081;5138152;5138254;5138560;5138736;5139125;5142169	+;+;+;+;+;+;+	4598	343	419	273	398	411	389	525	554	355	505	406	440
NCU08821	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5129322;5130515;5131588;5132319;5132466;5132933;5134194	5130459;5131535;5132264;5132414;5132779;5133170;5134569	-;-;-;-;-;-;-	3860	501	497	1069	1250	668	959	951	609	1079	687	1288	371
NCU08822	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5119140;5119537;5119680	5119273;5119570;5120144	+;+;+	633	0	2	0	0	0	0	0	0	0	0	0	0
NCU08823	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5117048;5118307;5118676;5118906;5119497	5118242;5118582;5118790;5119413;5119860	-;-;-;-;-	2458	3443	3731	1760	2355	3287	1786	2267	3994	1861	4476	2145	4367
NCU08824	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5114407;5114682;5114747;5114859;5115018;5115416;5115717	5114606;5114690;5114791;5114953;5115328;5115635;5116167	+;+;+;+;+;+;+	1331	687	600	2400	2414	497	1771	3026	716	2553	688	3009	481
NCU08825	Supercontig_12.4	5111500	5112885	+	1386	1355	1268	1016	1215	1539	1393	1212	1561	1312	1531	1193	990
NCU08826	Supercontig_12.4	5107094	5110082	-	2989	113	123	297	356	146	278	365	184	346	102	492	118
NCU08827	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5105266;5105352;5105410;5106289;5106289	5105349;5105839;5105839;5107118;5107160	+;+;+;+;+	1444	157	111	2603	3266	130	2048	2408	173	2876	176	3036	66
NCU08828	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5100690;5101955;5102431;5103735	5101823;5102380;5103654;5104178	-;-;-;-	3228	11142	12593	43776	66921	9676	47303	54421	10769	61924	11174	66161	9992
NCU08829	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5098594;5099239;5100111	5099010;5100044;5100144	+;+;+	1257	9	7	8	9	8	6	14	5	10	22	6	8
NCU08830	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5094397;5095225;5095656;5096100	5094981;5095243;5096000;5096329	-;-;-;-	1179	1	11	4	2	4	1	2	12	5	6	4	23
NCU08832	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5089750;5090205;5090478;5090587	5090145;5090248;5090506;5092199	+;+;+;+	2082	0	0	0	0	0	0	2	2	0	0	0	0
NCU08833	Supercontig_12.4;Supercontig_12.4	5086127;5086708	5086552;5087106	+;+	825	0	2	0	0	0	0	0	1	2	0	0	0
NCU08834	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5083594;5083861;5084105	5083811;5083871;5084985	+;+;+	1110	0	0	0	0	0	0	0	0	0	0	0	0
NCU08835	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5080650;5081140;5081241	5080880;5081152;5082706	+;+;+	1710	1	0	0	4	0	0	0	0	0	0	4	0
NCU08836	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5077423;5077876;5077989	5077803;5077921;5079517	+;+;+	1956	0	0	0	0	0	0	0	0	0	0	0	0
NCU08837	Supercontig_12.4;Supercontig_12.4	5074499;5075390	5074906;5076403	+;+	1422	0	0	0	2	0	0	0	0	0	0	0	1
NCU08838	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5071805;5072353;5072557	5072203;5072362;5073692	+;+;+	1545	0	0	0	0	0	0	0	0	0	0	0	0
NCU08839	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5068537;5069676;5069790	5069601;5069715;5071343	+;+;+	2659	10	22	2	2	0	0	2	16	2	14	6	6
NCU08840	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5064227;5064898;5066854	5064826;5066776;5067572	+;+;+	3198	116	173	538	630	167	516	657	143	602	161	723	98
NCU08841	Supercontig_12.4	5060862	5063557	+	2696	615	862	592	927	872	727	890	889	780	894	811	832
NCU08842	Supercontig_12.4	5055827	5057269	-	1443	104	107	148	179	176	281	208	165	163	121	190	104
NCU08843	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5053305;5053751;5053931	5053491;5053774;5054010	+;+;+	291	7	19	38	35	11	46	22	17	35	9	36	2
NCU08844	Supercontig_12.4;Supercontig_12.4	5045579;5048280	5048209;5049674	-;-	4026	1980	2071	1763	2222	1869	2741	2853	2413	2674	2087	2769	1614
NCU08845	Supercontig_12.4;Supercontig_12.4	5040718;5041225	5041125;5041401	-;-	585	0	2	1	0	2	0	2	0	2	2	0	2
NCU08846	Supercontig_12.4;Supercontig_12.4	5038300;5038565	5038371;5038954	+;+	462	10	7	22	25	10	13	15	11	24	10	10	4
NCU08847	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	172745;173969;174109;174950;174950;175478;175478	173969;174886;174886;175420;175420;176668;176668	+;+;+;+;+;+;+	3804	541	742	400	532	704	358	463	575	518	777	461	467
NCU08848	Supercontig_12.5;Supercontig_12.5	160421;163074	162960;163953	+;+	3420	1465	1588	1145	1736	1448	1749	2292	1645	1813	1491	1755	1279
NCU08849	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	157573;158335;159197	158028;158528;159347	-;-;-	801	96	105	59	45	76	37	60	109	74	75	30	83
NCU08850	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	148101;149546;150002	149485;149947;151779	-;-;-	3565	3581	3702	4653	4099	4080	4599	4256	4523	4289	4025	5128	3468
NCU08851	Supercontig_12.5;Supercontig_12.5	138347;139324	139182;139697	-;-	1210	2075	1506	2938	3063	1766	2249	2495	1616	3144	1283	3475	760
NCU08852	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	132681;133075;134483	133007;134358;135523	-;-;-	2652	64	54	180	245	37	136	152	60	142	84	218	41
NCU08853	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	127191;127607;129683;129876	127469;129454;129779;130282	+;+;+;+	2631	0	0	4	8	2	4	0	0	2	0	4	2
NCU08855	Supercontig_12.5	118095	119832	+	1738	600	758	1160	1865	521	1176	1223	722	1547	745	1741	712
NCU08856	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	112883;113125;113350;114630	113065;113281;114545;115108	+;+;+;+	2015	3597	4268	2072	2531	3252	2146	2706	3901	2317	4459	2560	5036
NCU08857	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	106851;106851;107313;107313;107427;107427;107669;107669;107782;107782;108293;108293;108608;108608;109095;109095;109261;109261;109419	107247;107247;107341;107341;107519;107519;107713;107713;108224;108224;108557;108557;109033;109033;109207;109207;109360;111385;111385	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3936	362	320	1385	1451	378	989	1068	442	1175	373	1332	277
NCU08858	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	101551;102415;102566;103490;103866;104022	102365;102505;103428;103663;103957;104799	-;-;-;-;-;-	2813	880	1006	1842	2545	1096	1802	2016	1250	2293	1225	2269	1061
NCU08859	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	98412;98412;100131;100131;100895	100016;100016;101329;100802;101329	-;-;-;-;-	2804	19522	25708	4088	5799	14860	4016	3958	18087	4367	18644	4654	21481
NCU08860	Supercontig_12.5;Supercontig_12.5	97546;98174	98074;98526	+;+	882	881	1095	713	685	964	677	780	1133	782	1193	795	889
NCU08861	Supercontig_12.5;Supercontig_12.5	94489;96682	96583;97174	-;-	2588	2669	3043	1490	2220	3197	2099	3251	3574	2322	3358	2132	2803
NCU08862	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	92097;92221;92609;93701;93915	92126;92410;93618;93852;94077	-;-;-;-;-	1545	413	610	130	185	469	153	152	474	228	482	185	428
NCU08863	Supercontig_12.5;Supercontig_12.5	90241;91266	91192;91600	+;+	1287	180	216	61	69	232	101	73	255	69	222	71	221
NCU08864	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	87536;87676;87753;89212;89430	87620;87691;89115;89363;89514	-;-;-;-;-	1701	258	374	87	121	368	86	96	440	100	289	96	380
NCU08865	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	82746;83899;84133	83714;84047;84229	-;-;-	1215	0	2	0	0	0	0	1	0	2	4	0	0
NCU08866	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	77291;77473;77684;78409;78660	77329;77519;77832;78481;78828	+;+;+;+;+	477	0	2	4	16	0	2	4	0	22	8	5	2
NCU08867	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	73320;73320;74787;74787;75110;75139	74734;74734;75035;75035;75570;75570	-;-;-;-;-;-	2125	184	166	72	59	151	42	96	124	69	125	66	111
NCU08868	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	69899;69899;70513;71932;71932	71883;70395;71883;73608;73608	+;+;+;+;+	3662	114	136	118	178	82	127	249	111	161	136	161	106
NCU08869	Supercontig_12.5;Supercontig_12.5	65303;67804	67752;69088	-;-	3735	149	178	372	508	170	374	578	208	516	184	451	149
NCU08870	Supercontig_12.5;Supercontig_12.5	61391;62381	62177;64129	+;+	2536	97	101	553	615	86	428	903	90	686	138	722	72
NCU08872	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	55846;56385;57067;57302	56331;56966;57240;57427	-;-;-;-	1368	0	0	6	6	0	6	4	2	4	4	6	0
NCU08873	Supercontig_12.5;Supercontig_12.5	53432;54484	54351;54720	-;-	1157	1529	1626	1404	1703	1845	1225	1286	2110	1431	1701	1600	1464
NCU08874	Supercontig_12.5;Supercontig_12.5	52193;52760	52632;53653	+;+	1334	116	98	351	397	104	408	507	104	372	177	497	90
NCU08875	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	46676;46831;47027;47145;47147;50500;50500;50500;50888;50888;50888	46987;46987;50446;50446;50446;50838;50838;50838;51750;51750;51750	+;+;+;+;+;+;+;+;+;+;+	4934	2953	3256	1556	1854	2151	1232	1468	2697	1523	2904	1688	3479
NCU08877	Supercontig_12.5;Supercontig_12.5	39112;39802	39659;40780	+;+	1527	4440	5045	5473	7629	4480	7460	8917	4994	7699	4554	7413	3519
NCU08878	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	34884;35069;36410;36546	34977;36357;36484;38162	-;-;-;-	3075	490	645	683	849	658	839	989	789	862	698	817	606
NCU08879	Supercontig_12.5;Supercontig_12.5	27982;28226	28177;31993	+;+	3964	80	58	189	222	89	170	236	68	198	68	211	68
NCU08880	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	24033;24787;24905;25256;25737;25928;26033;26186;26832	24728;24843;25200;25686;25869;25969;26118;26671;26879	-;-;-;-;-;-;-;-;-	2275	719	727	1466	1600	1053	1185	1395	1092	1408	836	1400	630
NCU08881	Supercontig_12.5	21710	23034	-	1325	2	4	6	16	10	11	24	6	9	4	22	8
NCU08882	Supercontig_12.5;Supercontig_12.5	18907;19164	19096;20499	+;+	1526	166	172	322	556	218	355	451	264	417	209	488	205
NCU08883	Supercontig_12.5;Supercontig_12.5	780050;780695	780570;781241	-;-	1068	0	0	0	0	0	0	0	0	0	2	4	0
NCU08884	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	777442;778026;778205	777860;778132;778323	+;+;+	645	2	16	4	12	6	0	14	4	10	14	16	10
NCU08885	Supercontig_12.5;Supercontig_12.5	773459;774272	774190;774595	-;-	1056	0	0	0	0	2	2	0	2	0	2	0	6
NCU08886	Supercontig_12.5	768749	770793	-	2045	101	93	357	504	98	285	384	113	478	96	460	74
NCU08887	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	764043;764859;765307;765981;768084	764083;765181;765869;768014;768326	+;+;+;+;+	3204	16	10	13	11	16	6	15	37	12	42	16	32
NCU08888	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	761056;761494;762574	761378;762511;763499	+;+;+	2267	2504	3287	1637	2481	3025	2176	3089	3095	2382	3129	2326	2450
NCU08889	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	753203;753242;754446	760233;754361;760233	+;+;+	7031	123	123	130	179	110	183	197	139	139	113	191	113
NCU08891	Supercontig_12.5	742525	746279	+	3755	1760	1668	445	650	1518	569	702	1694	685	1593	718	1263
NCU08892	Supercontig_12.5	739299	741197	-	1899	36	23	212	253	30	136	296	30	235	44	301	22
NCU08893	Supercontig_12.5;Supercontig_12.5	738038;738554	738489;739430	+;+	1329	1685	2132	1590	2111	2174	2077	3116	2462	2303	2194	2008	2004
NCU08894	Supercontig_12.5	734860	737756	-	2897	1002	1234	953	1311	1136	1227	1423	1413	1100	1379	1222	983
NCU08895	Supercontig_12.5;Supercontig_12.5	731708;733451	733368;734323	-;-	2534	1363	1443	1641	1991	1291	1304	1652	1524	1646	1784	1792	1288
NCU08897	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	723311;724013;725460	723951;725357;725843	-;-;-	2370	4847	5876	1778	2364	4923	2270	2586	5584	2210	5846	2068	4665
NCU08898	Supercontig_12.5;Supercontig_12.5	719749;720082	719991;722696	+;+	2858	1089	1406	174	265	1501	376	453	1962	361	1593	321	1279
NCU08899	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	714686;716539;717025;717362	716478;716970;717303;718247	-;-;-;-	3390	172	179	225	353	221	377	662	307	471	272	389	209
NCU08900	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	712211;713448;713868	713357;713795;714133	+;+;+	1761	897	729	1322	2103	704	2018	2932	970	2276	1006	2171	614
NCU08901	Supercontig_12.5;Supercontig_12.5	706787;706874	706806;709680	+;+	2827	50	42	24	22	47	20	16	24	24	52	24	64
NCU08902	Supercontig_12.5	698328	698935	+	608	9	9	7	8	24	10	18	18	16	27	7	14
NCU08903	Supercontig_12.5;Supercontig_12.5	695988;697086	697002;697326	-;-	1256	1260	1179	584	918	1501	1035	1059	1652	941	1715	773	1249
NCU08904	Supercontig_12.5;Supercontig_12.5	692669;693601	693519;694466	+;+	1717	829	1068	323	392	1023	426	577	1245	433	1254	419	752
NCU08905	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	689349;690708;690931;691175;691319	690656;690878;691117;691260;691474	-;-;-;-;-	1908	117	93	385	305	117	228	212	98	304	66	327	58
NCU08907	Supercontig_12.5	678921	680033	+	1113	158566	182742	78804	74404	171828	101752	70977	194880	89226	182891	75771	127426
NCU08909	Supercontig_12.5;Supercontig_12.5	672325;672800	672734;674860	+;+	2471	112137	135714	54219	72480	110889	67342	65060	127686	68595	123328	74905	111592
NCU08912	Supercontig_12.5;Supercontig_12.5	652640;653292	653045;653407	+;+	522	0	0	0	0	0	0	0	2	0	0	0	0
NCU08915	Supercontig_12.5	644543	644869	+	327	2	2	2	0	0	0	0	0	0	3	0	3
NCU08916	Supercontig_12.5;Supercontig_12.5	642904;643598	643323;643795	+;+	618	0	0	0	0	4	0	0	0	0	0	2	0
NCU08917	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	640869;641086;641209;641658	640997;641133;641515;641662	-;-;-;-	489	2	0	0	0	2	0	0	0	2	0	5	0
NCU08918	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	638675;638977;639483	638820;639043;639662	+;+;+	393	1	2	6	9	0	5	0	0	0	0	8	2
NCU08919	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	629277;629277;631841;631841;632319;632319;636793;636793	631285;631285;632203;632245;636726;636726;637435;637435	+;+;+;+;+;+;+;+	7465	1953	2336	1563	1762	2532	1598	1722	2822	1711	2837	1889	2128
NCU08920	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	622553;623230;624442	623166;624371;625503	-;-;-	2818	4702	5365	2624	3462	6293	3235	4496	7384	3719	6864	3297	4992
NCU08921	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	617220;617852;620188	617680;620118;621058	+;+;+	3599	56	25	352	457	86	256	344	65	317	101	435	40
NCU08922	Supercontig_12.5;Supercontig_12.5	616193;616611	616521;617192	+;+	911	737	868	3087	3994	901	2739	3088	926	3414	928	3388	616
NCU08923	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	5715171;5716231;5716369;5716494;5716879	5715764;5716250;5716432;5716823;5717665	+;+;+;+;+	1795	6520	7162	3685	4542	9245	4002	5115	9301	4495	8993	4263	6970
NCU08924	Supercontig_12.5;Supercontig_12.5	5717918;5718601	5718463;5720492	-;-	2438	1264	1351	14862	23520	1248	17396	18125	1470	20457	1241	21435	802
NCU08925	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	5721048;5721950;5722127;5722764	5721187;5722073;5722712;5724160	+;+;+;+	2247	1028	1388	654	943	1479	864	1101	1467	1093	1226	994	1283
NCU08926	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	5725140;5726406;5732439	5726339;5732369;5733016	+;+;+	7742	1016	1226	1182	1506	1448	1252	1369	1380	1432	1392	1485	1240
NCU08927	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	5733514;5734649;5735000	5734556;5734927;5735438	-;-;-	1761	1404	1917	198	398	1059	301	435	1562	342	1486	298	2117
NCU08928	Supercontig_12.5	5737907	5740985	+	3079	247	311	244	267	335	283	213	405	271	410	329	238
NCU08929	Supercontig_12.5	5741292	5742380	+	1089	29	25	84	64	33	61	118	57	84	43	106	28
NCU08930	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	5742253;5742673;5743380	5742574;5743187;5743936	-;-;-	1394	214	221	1138	1293	125	842	1327	156	1249	211	1357	126
NCU08931	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	5744067;5744175;5744524;5745608;5745608;5746228	5744105;5745134;5745134;5746869;5746179;5746689	+;+;+;+;+;+	2261	381	334	1623	1899	219	1304	1690	326	1655	271	1709	111
NCU08932	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	5747581;5748027;5748224;5748423	5747942;5748155;5748349;5748749	-;-;-;-	944	0	8	25	26	4	10	21	5	6	9	8	5
NCU08933	Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5;Supercontig_12.5	5749636;5750196;5750789;5750915;5751021;5751251	5750142;5750738;5750857;5750965;5751197;5751468	+;+;+;+;+;+	1565	0	0	0	0	0	0	0	0	0	0	0	0
